City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
383,Calama,-22.4667,-68.9333,63.09,8,0,13.8,CL,clear sky
384,Santa Maria,-29.6842,-53.8069,56.26,85,64,9.04,BR,broken clouds
385,Petropavlovsk-Kamchatskiy,53.0452,158.6483,59.59,67,0,8.95,RU,clear sky
386,Am Timan,11.0297,20.2827,68.54,90,84,20.29,TD,moderate rain
387,Jumla,29.2747,82.1838,58.6,93,69,1.5,NP,broken clouds
388,Kabin Buri,13.9511,101.7177,76.71,93,100,1.25,TH,overcast clouds
389,Taltal,-25.4,-70.4833,61.18,63,18,5.95,CL,few clouds
390,Ixtapa,20.7,-105.2,89.22,66,75,11.5,MX,broken clouds
391,Rundu,-17.9333,19.7667,58.14,29,0,6.4,NA,clear sky
392,Ouadda,8.0777,22.4007,67.53,99,100,0.29,CF,light rain
393,Pareora,-44.4871,171.2132,59.18,48,85,4.23,NZ,overcast clouds
394,Kunming,25.0389,102.7183,62.62,95,98,3.4,CN,overcast clouds
395,Westport,41.1415,-73.3579,74.89,54,22,3.0,US,few clouds
396,Ballina,-28.8667,153.5667,57.24,99,100,8.93,AU,light rain
397,Dingle,10.9995,122.6711,78.53,90,100,5.79,PH,overcast clouds
398,Acapulco,16.8634,-99.8901,83.41,84,100,3.58,MX,overcast clouds
399,Shakiso,5.75,38.9167,60.49,76,99,0.98,ET,overcast clouds
400,Vuktyl,63.8567,57.3094,42.96,96,100,3.94,RU,light rain
401,Klaksvik,62.2266,-6.589,56.32,96,50,16.98,FO,scattered clouds
402,Chokurdakh,70.6333,147.9167,37.22,74,100,11.1,RU,overcast clouds
403,Artyom,40.4723,50.333,69.94,60,0,6.51,AZ,clear sky
404,Bay Roberts,47.5999,-53.2648,72.52,84,91,3.0,CA,overcast clouds
405,Mamakan,57.8161,114.0028,41.25,83,94,1.57,RU,overcast clouds
406,Mgandu,-5.95,34.1333,58.98,58,14,8.9,TZ,few clouds
407,Sao Joao Da Barra,-21.6403,-41.0511,71.33,74,0,22.48,BR,clear sky
408,Izhma,65.0083,53.9113,44.71,97,100,2.39,RU,light rain
409,Atambua,-9.1061,124.8925,74.84,76,14,3.33,ID,few clouds
410,Stykkisholmur,65.0757,-22.7297,47.28,89,50,5.79,IS,scattered clouds
411,Tilichiki,60.4667,166.1,56.08,70,31,6.13,RU,scattered clouds
412,Talas,38.6908,35.5538,63.27,52,0,3.44,TR,clear sky
413,Mbekenyera,-10.0,38.9833,62.87,92,1,3.38,TZ,clear sky
414,Kaitangata,-46.2817,169.8464,46.15,89,74,14.76,NZ,broken clouds
415,Anadyr,64.75,177.4833,45.1,75,75,13.42,RU,broken clouds
416,Sambava,-14.2667,50.1667,66.54,83,9,13.98,MG,clear sky
417,Labytnangi,66.6572,66.4183,44.83,80,100,19.84,RU,light rain
418,Roebourne,-20.7833,117.1333,66.52,87,100,0.56,AU,light rain
419,Christchurch,-43.5333,172.6333,61.48,71,75,2.3,NZ,broken clouds
420,Hovd,48.0056,91.6419,58.08,37,14,5.64,MN,few clouds
421,Novaya Ladoga,60.1025,32.3019,46.56,85,98,10.76,RU,overcast clouds
422,Kawalu,-7.3817,108.2082,72.09,97,97,2.08,ID,overcast clouds
423,Tarauaca,-8.1614,-70.7656,87.84,35,43,2.17,BR,scattered clouds
424,Svetlyy,54.675,20.1347,51.85,55,64,6.91,RU,broken clouds
425,Monteagudo,-19.8167,-63.9833,62.4,37,51,5.59,BO,broken clouds
426,Mogadishu,2.0371,45.3438,75.47,82,33,18.68,SO,scattered clouds
427,Nabire,-3.3667,135.4833,78.66,83,100,1.41,ID,overcast clouds
428,Iralaya,15.0,-83.2333,81.82,76,83,7.27,HN,broken clouds
429,Gubkinskiy,64.434,76.5026,44.37,73,100,13.27,RU,overcast clouds
430,Krasnoyarskiy,51.965,59.8967,74.05,33,66,6.82,RU,broken clouds
431,Fairlie,55.756,-4.8556,60.91,88,100,14.27,GB,heavy intensity rain
432,Ostersund,63.1792,14.6357,43.25,81,100,6.91,SE,overcast clouds
433,Bemidji,47.4736,-94.8803,70.18,56,0,11.5,US,clear sky
434,Ponta Delgada,37.7333,-25.6667,73.51,78,20,4.61,PT,few clouds
435,Agadez,19.75,10.25,92.41,20,1,5.26,NE,clear sky
436,Sibolga,1.7427,98.7792,74.79,92,100,2.62,ID,overcast clouds
437,Fukue,32.6881,128.8419,80.76,79,100,12.97,JP,heavy intensity rain
438,Shubarshi,48.5872,57.1869,79.03,18,45,13.76,KZ,scattered clouds
439,Snejbjerg,56.1387,8.899,52.39,80,89,8.12,DK,overcast clouds
440,Laguna,38.421,-121.4238,109.09,13,0,8.05,US,clear sky
441,Sabang,5.8933,95.3214,79.72,81,83,22.97,ID,broken clouds
442,Benghazi,32.1167,20.0667,80.47,72,1,8.08,LY,clear sky
443,Sola,-13.8833,167.55,79.25,79,80,21.45,VU,broken clouds
444,Matamoros,25.5333,-103.25,86.11,48,75,8.05,MX,broken clouds
445,Vysokogornyy,50.1167,139.15,58.8,77,3,4.92,RU,clear sky
446,Norsup,-16.0667,167.3833,79.2,74,88,13.71,VU,overcast clouds
447,Moshupa,-24.7782,25.4155,57.58,32,0,3.24,BW,clear sky
448,Jackson,42.4165,-122.8345,101.16,20,0,16.11,US,haze
449,Kargopol,61.5071,38.9456,41.49,95,52,8.95,RU,broken clouds
450,Phangnga,8.4509,98.5298,75.24,95,93,2.37,TH,overcast clouds
451,Hualmay,-11.0964,-77.6139,61.92,77,10,10.6,PE,clear sky
452,Coreau,-3.5333,-40.6567,77.94,63,32,4.29,BR,scattered clouds
453,Kamenka,51.3223,42.7678,45.57,61,37,7.27,RU,scattered clouds
454,Manokwari,-0.8667,134.0833,81.45,73,100,6.35,ID,overcast clouds
455,Miri,4.4148,114.0089,77.09,90,100,5.19,MY,overcast clouds
456,Bandarbeyla,9.4942,50.8122,75.43,78,84,22.35,SO,broken clouds
457,Darhan,49.4867,105.9228,54.68,66,11,6.62,MN,few clouds
458,Moth,25.7167,78.95,82.56,76,89,6.11,IN,overcast clouds
459,Hambantota,6.1241,81.1185,77.09,83,60,14.09,LK,light rain
460,Aklavik,68.2191,-135.0107,66.38,42,45,3.56,CA,scattered clouds
461,Helena,46.5927,-112.0361,94.24,20,0,12.66,US,clear sky
462,Ishinomaki,38.4167,141.3,72.1,80,64,5.3,JP,broken clouds
463,Ha Giang,22.8333,104.9833,75.72,96,100,1.66,VN,overcast clouds
464,Pathein,16.7833,94.7333,78.31,88,100,4.9,MM,overcast clouds
465,Kibungo,-2.1597,30.5427,63.39,78,81,1.54,RW,broken clouds
466,Puerto Escondido,15.85,-97.0667,81.43,69,100,3.44,MX,overcast clouds
467,Atbasar,51.8,68.3333,72.66,27,83,9.95,KZ,broken clouds
468,Umea,63.8284,20.2597,43.92,81,100,5.75,SE,overcast clouds
469,Tezu,27.9167,96.1667,75.72,98,100,0.83,IN,overcast clouds
470,Erenhot,43.6475,111.9767,64.94,48,96,17.45,CN,overcast clouds
471,Bayan,46.0833,127.4,59.74,79,28,4.63,CN,scattered clouds
472,Ambovombe,-25.1667,46.0833,61.7,82,6,9.08,MG,clear sky
473,Dalian,38.9122,121.6022,66.13,94,100,2.24,CN,overcast clouds
474,San Juan Bautista,-14.0108,-75.7358,68.22,50,0,5.35,PE,clear sky
475,El Dorado,38.7666,-120.5177,99.91,14,0,3.0,US,clear sky
476,Limot,7.0405,126.2727,80.06,76,91,1.01,PH,overcast clouds
477,Raudeberg,61.9875,5.1352,54.27,29,60,8.7,NO,broken clouds
478,Sorland,67.667,12.6934,51.66,63,9,8.66,NO,clear sky
479,Ahipara,-35.1667,173.1667,59.74,66,100,9.08,NZ,moderate rain
480,Verkhnevilyuysk,63.4453,120.3167,41.54,95,100,2.84,RU,overcast clouds
481,Mumford,5.2618,-0.759,73.87,93,32,9.37,GH,scattered clouds
482,Leh,34.1667,77.5833,59.58,46,82,4.85,IN,broken clouds
483,Nakatunguru,-2.1167,33.0667,73.0,69,60,5.59,TZ,light rain
484,Jalu,29.0331,21.5482,81.82,45,0,10.11,LY,clear sky
485,Ambon,-3.6954,128.1814,77.14,94,40,5.75,ID,scattered clouds
486,Narsaq,60.9167,-46.05,52.02,76,100,5.95,GL,overcast clouds
487,Ust-Barguzin,53.45,108.9833,53.91,83,80,2.01,RU,broken clouds
488,Yaval,21.1667,75.7,79.5,83,10,0.85,IN,clear sky
489,Aksu,41.1231,80.2644,69.55,28,2,2.89,CN,clear sky
490,Muisne,0.6,-80.0333,75.72,83,86,6.96,EC,overcast clouds
491,Zhezkazgan,47.8043,67.7144,76.21,25,0,4.68,KZ,clear sky
492,Xai-Xai,-25.0519,33.6442,59.79,72,0,9.66,MZ,clear sky
493,Mbandaka,0.0487,18.2603,67.24,99,91,3.65,CD,overcast clouds
494,Necochea,-38.5473,-58.7368,42.39,76,0,0.29,AR,clear sky
495,Pimentel,-6.8367,-79.9342,62.51,79,41,15.35,PE,scattered clouds
496,Mango,27.9797,-82.3065,87.91,100,100,8.05,US,overcast clouds
497,Lubuagan,17.3548,121.1747,70.41,93,100,4.45,PH,light rain
498,Axim,4.8699,-2.2405,73.85,94,44,5.84,GH,scattered clouds
499,Giyani,-23.3025,30.7187,60.37,40,0,3.91,ZA,clear sky
500,Najran,17.4924,44.1277,78.87,31,52,4.12,SA,broken clouds
501,Skibbereen,51.55,-9.2667,51.12,85,100,13.22,IE,overcast clouds
502,Kapit,2.0167,112.9333,74.46,100,100,0.87,MY,overcast clouds
503,Fare,-16.7,-151.0167,78.67,66,1,19.64,PF,clear sky
504,Luderitz,-26.6481,15.1594,53.69,80,0,10.04,NA,clear sky
505,Torres,-29.3353,-49.7269,60.82,91,100,14.94,BR,overcast clouds
506,Totness,5.8833,-56.3167,80.29,84,95,8.1,SR,overcast clouds
507,Banepa,27.6298,85.5214,68.32,94,75,0.0,NP,broken clouds
508,Mackenzie,55.2999,-123.1698,79.7,34,60,9.33,CA,broken clouds
509,Asfi,32.2994,-9.2372,71.91,74,100,14.03,MA,overcast clouds
510,Nunoa,-14.48,-70.6411,46.56,41,73,9.33,PE,broken clouds
511,Caravelas,-17.7125,-39.2481,69.76,71,94,5.26,BR,overcast clouds
512,Lodja,-3.4833,23.4333,67.69,99,99,0.56,CD,overcast clouds
513,Fomboni,-12.28,43.7425,74.59,72,1,3.53,KM,clear sky
514,La Paz,-16.5,-68.15,45.1,67,62,12.06,BO,broken clouds
515,Road Town,18.4167,-64.6167,80.69,100,40,9.22,VG,moderate rain
516,Kondinskoye,59.6481,67.41,57.72,95,100,7.74,RU,light rain
517,Namtsy,62.7161,129.6658,43.65,89,100,9.04,RU,overcast clouds
518,Puerto Asis,0.5133,-76.5007,79.05,77,95,1.63,CO,light rain
519,Baykit,61.67,96.37,41.83,94,97,3.69,RU,overcast clouds
520,Santa Rosa,14.3122,121.1114,77.11,94,100,10.11,PH,moderate rain
521,Sikasso,10.9167,-7.0,72.1,94,61,3.91,ML,light rain
522,Lebyazhye,55.2689,66.4947,65.3,50,59,7.23,RU,broken clouds
523,Miraflores,19.2167,-98.8083,74.16,76,97,1.92,MX,overcast clouds
524,Naberera,-4.2,36.9333,56.91,80,18,8.16,TZ,few clouds
525,Yichang,30.7144,111.2847,71.62,61,89,3.44,CN,overcast clouds
526,Seoul,37.5683,126.9778,69.19,66,79,4.68,KR,broken clouds
527,Nuuk,64.1835,-51.7216,48.81,93,75,20.0,GL,light snow
528,Ouesso,1.6136,16.0517,66.4,99,79,1.16,CG,broken clouds
529,Farmington,36.7281,-108.2187,97.48,15,0,9.22,US,clear sky
530,Tamandare,-8.7597,-35.1047,73.9,82,51,10.0,BR,broken clouds
531,Cam Ranh,11.9214,109.1591,76.96,88,20,0.0,VN,few clouds
532,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,76.77,80,87,3.11,BR,overcast clouds
533,Haimen,23.1935,116.6142,75.72,68,1,10.33,CN,clear sky
534,Beringovskiy,63.05,179.3167,51.08,58,36,5.84,RU,scattered clouds
535,Praia,14.9215,-23.5087,79.66,85,30,11.95,CV,scattered clouds
536,Fortuna,40.5982,-124.1573,66.92,83,75,10.36,US,broken clouds
537,Rangpur,25.75,89.25,76.51,96,96,9.35,BD,overcast clouds
538,Jiwani,25.05,61.7417,79.12,84,100,4.88,PK,overcast clouds
539,Avezzano,42.0402,13.4388,62.69,74,24,4.0,IT,few clouds
540,Half Moon Bay,37.4636,-122.4286,91.58,67,0,24.16,US,clear sky
541,Vao,-22.6667,167.4833,72.3,71,100,15.17,NC,overcast clouds
542,Nishihara,26.1842,127.7558,78.46,94,75,25.32,JP,shower rain
543,Toppenish,46.3774,-120.3087,97.72,8,0,5.28,US,clear sky
544,Plettenberg Bay,-34.0527,23.3716,54.73,81,47,5.66,ZA,scattered clouds
545,Valparaiso,-33.0393,-71.6273,57.47,82,0,5.75,CL,clear sky
546,Nadadores,27.05,-101.6,79.48,78,75,9.22,MX,broken clouds
547,Napier,-39.4833,176.9167,59.29,62,97,10.0,NZ,overcast clouds
548,Parana,-31.732,-60.5238,56.5,73,0,6.53,AR,clear sky
549,Netarhat,23.4833,84.2667,68.36,92,100,3.09,IN,overcast clouds
550,Songjianghe,42.1859,127.479,59.05,69,0,2.77,CN,clear sky
551,Matara,5.9485,80.5353,75.18,93,73,8.39,LK,broken clouds
552,Roma,43.2128,-75.4557,75.72,61,0,5.75,US,clear sky
553,Paamiut,61.994,-49.6678,49.87,72,100,33.49,GL,light rain
554,Simbahan,6.3032,120.5836,82.81,76,100,5.77,PH,overcast clouds
555,Shache,38.4167,77.2406,74.71,35,13,4.47,CN,few clouds
556,Turinskaya Sloboda,57.6232,64.3858,57.61,95,71,5.88,RU,broken clouds
557,Camalu,30.85,-116.0667,83.17,56,0,10.16,MX,clear sky
558,The Valley,18.217,-63.0578,81.1,80,81,19.39,AI,broken clouds
559,Zhigansk,66.7697,123.3711,39.81,89,100,8.86,RU,overcast clouds
560,Athabasca,54.7169,-113.2854,87.98,21,39,12.55,CA,scattered clouds
561,Santa Isabel Do Rio Negro,-0.4139,-65.0192,80.94,73,82,0.43,BR,moderate rain
562,Marzuq,14.4,46.4667,78.42,58,25,1.81,YE,scattered clouds
563,Mahuta,-10.8667,39.45,61.93,92,30,2.57,TZ,scattered clouds
564,Edson,53.5835,-116.4356,87.76,20,6,3.24,CA,clear sky
565,Vaida,59.2906,24.9658,49.93,71,20,5.75,EE,few clouds
566,Aksha,50.2814,113.2867,52.81,78,60,2.28,RU,broken clouds
567,Kavaratti,10.5669,72.642,79.68,82,86,13.02,IN,overcast clouds
568,Dunedin,-45.8742,170.5036,51.8,81,44,3.0,NZ,scattered clouds
569,Kulhudhuffushi,6.6221,73.07,79.45,83,33,19.98,MV,scattered clouds
570,Kiama,-34.6833,150.8667,51.39,90,100,3.0,AU,light rain
571,Haines Junction,60.7522,-137.5108,46.87,94,100,4.03,CA,overcast clouds
572,Comitancillo,15.0833,-91.7167,62.91,98,100,3.69,GT,overcast clouds
573,Vung Tau,10.346,107.0843,81.05,83,100,5.5,VN,overcast clouds
574,Avera,33.194,-82.5271,78.39,63,85,6.62,US,overcast clouds
575,Great Falls,47.5002,-111.3008,91.67,19,0,9.22,US,clear sky
576,Williston,48.147,-103.618,79.81,27,5,1.99,US,clear sky
577,Henties Bay,-22.116,14.2845,54.18,92,1,4.29,NA,clear sky
578,Shakawe,-18.3667,21.85,57.69,27,0,6.04,BW,clear sky
579,Riohacha,11.5444,-72.9072,81.73,75,100,13.85,CO,overcast clouds
580,Mount Gambier,-37.8333,140.7667,51.62,78,34,6.02,AU,scattered clouds
581,Tura,25.5198,90.2201,73.22,98,99,5.82,IN,overcast clouds
582,Mamallapuram,12.6264,80.1722,80.65,83,45,9.82,IN,scattered clouds
583,Susangerd,31.5608,48.1831,96.85,10,0,7.45,IR,clear sky
584,Alugan,12.2188,125.4808,80.8,84,100,6.64,PH,light rain
585,Vestmanna,62.1564,-7.1664,54.52,82,100,12.66,FO,overcast clouds
586,Tongliao,43.6125,122.2653,60.58,68,80,8.46,CN,broken clouds
587,Oum Hadjer,13.2954,19.6966,80.85,70,54,9.55,TD,broken clouds
588,Znamenskoye,57.1281,73.8282,57.43,58,98,13.56,RU,overcast clouds
589,Cananeia,-25.0147,-47.9267,66.54,82,16,2.15,BR,few clouds
590,Homer,59.6425,-151.5483,58.87,76,75,8.05,US,broken clouds
591,Chaguanas,10.5167,-61.4167,81.16,58,31,6.08,TT,scattered clouds
592,Karachi,24.9056,67.0822,80.42,83,40,6.91,PK,scattered clouds
593,Aasiaat,68.7098,-52.8699,39.94,98,100,4.25,GL,light rain
594,Kenai,60.5544,-151.2583,58.14,65,57,8.48,US,broken clouds
595,Kokopo,-4.352,152.2633,82.72,66,58,2.13,PG,broken clouds
596,Puksoozero,62.5903,40.6066,42.51,95,100,11.21,RU,overcast clouds
597,Mahibadhoo,3.7833,72.9667,80.38,81,8,17.45,MV,clear sky
598,Kumbo,6.2,10.6667,55.99,94,100,3.24,CM,overcast clouds
599,Policoro,40.2115,16.6726,72.82,72,51,1.97,IT,broken clouds
600,Igrim,63.1906,64.4162,50.43,97,100,7.52,RU,overcast clouds
601,Port Lincoln,-34.7333,135.8667,53.83,63,68,14.58,AU,broken clouds
602,Bayshore Gardens,27.4253,-82.5904,88.03,70,20,3.44,US,few clouds
603,Pontianak,-0.0333,109.3333,75.18,94,75,6.91,ID,light rain
604,Burnie,-41.0667,145.9167,50.94,59,6,5.59,AU,clear sky
605,Qasigiannguit,68.8193,-51.1922,46.65,97,100,4.34,GL,overcast clouds
606,Ambilobe,-13.2,49.05,66.81,77,54,4.45,MG,broken clouds
607,Okhotsk,59.3833,143.3,55.6,60,80,16.35,RU,broken clouds
608,Rio Grande,-32.035,-52.0986,53.71,78,13,19.06,BR,few clouds
609,Yorosso,12.3536,-4.7761,70.83,95,52,4.83,ML,light rain
610,Kapoeta,4.7717,33.5903,75.99,71,60,6.35,SS,broken clouds
611,Severo-Kurilsk,50.6789,156.125,53.26,92,95,10.47,RU,overcast clouds
612,Balabac,7.9868,117.0645,81.37,81,98,3.4,PH,overcast clouds
613,Temuco,-38.7333,-72.6,51.57,90,0,4.16,CL,clear sky
614,Buala,-8.145,159.5921,83.08,72,56,7.2,SB,light rain
615,Arman,59.7,150.1667,57.02,93,93,7.36,RU,overcast clouds
616,Zhob,31.3411,69.4481,76.03,52,0,3.22,PK,clear sky
617,Kruszwica,52.6756,18.3313,53.15,74,3,8.46,PL,clear sky
618,Opuwo,-18.0607,13.84,66.9,26,4,2.62,NA,clear sky
619,Bantogon,6.5333,124.0333,79.38,81,100,2.04,PH,overcast clouds
620,Cabo Rojo,18.0866,-67.1457,83.97,80,25,7.56,PR,scattered clouds
621,Manta,-0.95,-80.7333,73.18,78,75,13.8,EC,broken clouds
622,Wau,7.7029,27.9953,69.87,93,89,6.69,SS,overcast clouds
623,Wanning,18.8003,110.3967,78.67,90,100,4.07,CN,overcast clouds
624,Carai,-17.1889,-41.6947,58.55,73,2,3.53,BR,clear sky
625,Campbell River,50.0163,-125.2446,75.45,54,97,3.49,CA,overcast clouds
626,Bo Rai,12.5728,102.5371,82.72,94,100,1.1,TH,overcast clouds
627,Plavinas,56.6178,25.7255,41.22,92,8,3.04,LV,clear sky
628,Kijang,35.2442,129.2139,74.93,90,100,18.66,KR,overcast clouds
629,Muros,42.7762,-9.0603,58.84,84,0,6.11,ES,clear sky
630,Pietarsaari,63.65,22.6833,45.0,90,100,13.56,FI,light rain
631,Staryy Nadym,65.6118,72.6842,48.22,64,100,19.53,RU,overcast clouds
632,Koscierzyna,54.1223,17.9812,51.51,74,12,5.77,PL,few clouds
633,Manuk Mangkaw,4.8,119.85,83.66,73,98,6.35,PH,overcast clouds
634,Shimanovsk,52.0,127.7,62.55,75,25,3.98,RU,scattered clouds
635,Lasa,46.6166,10.7002,60.37,95,87,2.33,IT,overcast clouds
636,Mildura,-34.2,142.15,46.08,85,0,17.65,AU,clear sky
637,Jacmel,18.2342,-72.5347,84.04,83,100,2.51,HT,overcast clouds
638,Sao Felix Do Xingu,-6.6447,-51.995,79.84,29,16,1.41,BR,few clouds
639,Kirillov,59.863,38.3813,42.58,96,86,8.7,RU,overcast clouds
640,Colon,9.3592,-79.9014,82.45,74,100,8.01,PA,overcast clouds
641,Purranque,-40.9167,-73.1667,47.53,90,0,3.15,CL,clear sky
642,Villa Del Rosario,7.8339,-72.4742,80.98,69,40,9.22,CO,scattered clouds
643,Vanimo,-2.6741,141.3028,81.48,76,65,7.09,PG,broken clouds
644,Sioux Lookout,50.1001,-91.917,65.48,44,26,13.33,CA,scattered clouds
645,Alofi,-19.0595,-169.9187,74.28,80,100,6.33,NU,light rain
646,Cidreira,-30.1811,-50.2056,57.13,84,94,16.31,BR,overcast clouds
647,Kapitanivka,48.9172,31.7167,58.69,38,100,6.76,UA,overcast clouds
648,Punta Cardon,11.6581,-70.215,83.61,72,100,18.81,VE,overcast clouds
649,Pombia,45.653,8.6336,70.25,78,0,5.75,IT,clear sky
650,Tigzirt,36.8886,4.1198,81.99,51,99,6.42,DZ,overcast clouds
651,Aden,12.7794,45.0367,85.15,76,63,12.48,YE,broken clouds
652,Alakurtti,66.9672,30.3491,41.7,94,100,11.45,RU,overcast clouds
653,Dubai,25.2582,55.3047,89.53,74,83,5.75,AE,haze
654,Marsaxlokk,35.8419,14.5431,80.08,88,0,2.3,MT,clear sky
655,Saveh,35.0213,50.3566,80.22,12,0,3.6,IR,clear sky
656,Ilheus,-14.7889,-39.0494,69.53,87,88,6.87,BR,overcast clouds
657,Suluq,31.6682,20.2521,78.75,72,0,7.36,LY,clear sky
658,Tignere,7.3667,12.65,61.11,99,93,1.7,CM,overcast clouds
659,Zhangjiakou,40.81,114.8794,61.29,69,90,1.57,CN,light rain
660,Rawson,-43.3002,-65.1023,58.21,40,0,9.57,AR,clear sky
661,Masvingo,-20.0637,30.8277,53.15,62,11,3.69,ZW,few clouds
662,Ananindeua,-1.3656,-48.3722,78.71,83,40,10.36,BR,scattered clouds
663,Leshukonskoye,64.8989,45.7622,44.47,93,100,1.23,RU,overcast clouds
664,Ambulu,-8.345,113.6058,73.44,91,10,2.35,ID,clear sky
665,Gold Coast,-28.0,153.4333,63.0,96,75,16.11,AU,moderate rain
666,Saint-Georges,12.0564,-61.7485,81.46,71,39,4.92,GD,scattered clouds
667,Nalut,30.3333,10.85,87.89,23,0,15.01,LY,clear sky
668,Nenjiang,49.1833,125.2167,63.55,57,76,6.26,CN,broken clouds
669,Villa Carlos Paz,-31.4241,-64.4978,55.89,15,2,4.0,AR,clear sky
670,Benton Harbor,42.1167,-86.4542,83.16,56,0,6.91,US,clear sky
671,Tutoia,-2.7619,-42.2744,78.51,82,20,12.84,BR,few clouds
672,Tahta,26.7693,31.5021,84.79,33,5,9.44,EG,clear sky
673,Port Shepstone,-30.7414,30.455,71.4,53,24,6.26,ZA,few clouds
674,Mitu,1.1983,-70.1733,76.91,83,85,2.42,CO,moderate rain
675,Saint Stephen,50.3333,-4.9,62.87,88,75,4.61,GB,broken clouds
676,Abnub,27.2696,31.1511,83.98,35,1,12.91,EG,clear sky
677,Pochutla,15.7432,-96.4661,76.82,92,100,2.21,MX,overcast clouds
678,Cranbrook,49.4999,-115.7688,87.64,23,100,8.05,CA,smoke
679,Grand Gaube,-20.0064,57.6608,68.4,74,0,1.99,MU,clear sky
680,Sterlibashevo,53.4376,55.2578,53.62,45,68,4.63,RU,broken clouds
681,Lunino,53.5918,45.2271,42.37,72,10,6.26,RU,clear sky
682,Weifang,36.71,119.1019,63.97,84,43,1.25,CN,scattered clouds
683,Shitanjing,39.2342,106.3439,64.54,59,100,3.49,CN,overcast clouds
684,Moche,-8.1711,-79.0092,60.98,82,5,9.22,PE,fog
685,Murupara,-38.4667,176.7,58.68,60,87,5.39,NZ,overcast clouds
686,Lianran,24.9227,102.485,60.66,98,95,2.15,CN,overcast clouds
687,Zaraza,9.3503,-65.3245,75.2,94,81,4.54,VE,broken clouds
688,Honiara,-9.4333,159.95,84.2,69,23,7.29,SB,few clouds
689,Tourlaville,49.6383,-1.5664,60.22,94,20,3.44,FR,few clouds
690,Bella Union,-30.2752,-57.6007,52.9,77,1,9.84,UY,clear sky
691,La Crosse,43.8014,-91.2396,84.9,66,0,14.97,US,clear sky
692,Omaruru,-21.4333,15.9333,63.64,44,0,5.19,NA,clear sky
693,Virar,19.4667,72.8,80.69,87,6,2.08,IN,clear sky
694,Hudiksvall,61.729,17.1036,47.48,69,94,2.04,SE,overcast clouds
695,Naifaru,5.4444,73.3657,79.48,80,13,18.79,MV,few clouds
696,Nouakchott,18.0858,-15.9785,80.53,78,62,12.26,MR,broken clouds
697,Raga,8.4596,25.678,68.16,98,92,5.88,SS,light rain
698,Tarquinia,42.2482,11.7553,73.58,70,64,1.12,IT,broken clouds
699,Lavumisa,-27.31,31.892,59.61,78,0,5.12,SZ,clear sky
700,Yerbogachen,61.2767,108.0108,39.58,89,100,5.66,RU,overcast clouds
701,Ahtopol,42.1,27.95,72.25,87,83,1.48,BG,light rain
702,San Patricio,28.017,-97.5169,89.55,58,99,13.27,US,overcast clouds
703,Gladstone,-23.85,151.25,71.78,83,100,9.22,AU,overcast clouds
704,Turukhansk,65.8167,87.9833,35.01,89,5,1.14,RU,clear sky
